"id","section_id","parent_id","is_subsection","title","subtitle","content","image","pdf_url","enable_audio","email","instagram","layout","display_order","is_published","tags","icon","gallery_images","created_at","updated_at"
"075f7db9-7ce6-48db-a2e8-9d6c4692c31c","nodes",NULL,"0","Parisar Samvad Delhi",NULL,"<div class=""siodel-block block-text"" data-align=""left""><p><strong>Parisar Samvad Delhi</strong> is the dialogue and civic engagement node of <strong>Students Islamic Organisation (SIO) Delhi</strong>, focused on creating spaces for meaningful conversation on social, environmental, and public issues. The platform encourages dialogue as a tool for understanding, collaboration, and responsible citizenship.</p><p>As a node of SIO Delhi, Parisar Samvad works to promote <strong>constructive discussions, public dialogues, seminars, and interactive engagements</strong> on concerns that affect society at large—ranging from environmental responsibility and urban challenges to social harmony and ethical public discourse. It brings together students, academics, activists, and community voices to engage with issues through dialogue rather than polarisation.</p><p>Parisar Samvad believes that dialogue is essential for a healthy society. Through its initiatives, it aims to nurture informed perspectives, civic sensitivity, and a culture of listening—supporting SIO Delhi’s broader vision of conscious, engaged, and socially responsible student leadership.</p></div>","https://api.siodelhi.org/uploads/images/1769030212006-cropped-cover-1769030212005.webp",NULL,"0",NULL,NULL,"default","0","1",NULL,"https://api.siodelhi.org/uploads/images/1769449530-83a93e60.webp",NULL,"2026-01-21 00:00:00","2026-01-30 14:40:23"
"0b3454ac-e6f4-43e1-bff4-00283c9a82b0","about",NULL,"1","Membership Syllabus","Dive into our Membership Syllabus",,"https://api.siodelhi.org/uploads/images/1769358307-3e3c951b.webp",NULL,"0",NULL,NULL,"custom","4","1",NULL,NULL,NULL,"2026-01-25 14:59:30","2026-01-25 16:25:16"
"0c428bbc-1e9d-4aa6-bd5a-67e6701e6761","leadership",NULL,"0","Ahfas","Campus Secretary","<div class=""siodel-block block-text"" data-align=""left""><p style=""text-align: justify;""><strong>Lorem Ipsum</strong> is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p></div>","https://api.siodelhi.org/uploads/images/1769252887-817dd1f3.webp",NULL,"0","constact@sio.com",NULL,"default","7","1",NULL,NULL,NULL,"2026-01-18 00:00:00","2026-01-24 11:08:09"
"0dfbc47e-9591-4c5a-ada1-75caa0e6754b","media",NULL,"0","Beyond Tokenism: Where is the ‘Muslim Question’ in JNUSU Elections?",NULL,"<div class=""siodel-block block-text""><p>Jawaharlal Nehru University has long stood as a symbol of resistance against the majoritarian Hindutva regime. As a democratic space, JNU and the JNU Students’ Union have historically played an important role in shaping national discourses. In these tough times, when universities—especially Muslim institutions—are under systematic attack, JNU has also been a consistent target of state repression.</p><p>SIO, as a nationwide student organization, has stood with JNU in its struggles, consistently raising its voice in solidarity. As the JNUSU elections approach, we believe there are some urgent and critical questions to be posed before all political groups in JNU. These questions have emerged from the margins, from the lived experiences of Muslims, and from the increasing suffocation that surrounds their existence in this country.</p><p>Muslims in India are going through perhaps the most difficult phase in post-independence history. Since 2014, the BJP-led Hindutva government has accelerated its agenda of pushing Muslims out of public spaces—socially, politically, culturally, and economically. From the CAA–NRC to the Waqf (Amendment) Act, the state has made its intentions clear to systematically marginalize, de-legitimize, and invisibilize Muslims from the national fabric.</p><p>The Muslim question in India today is not just another case of marginalization—it is a crisis rooted in the struggle for dignity, faith, and the fundamental right to exist and dissent without fear. It goes beyond demands for representation or reservations; it is about living as a Muslim in public life without humiliation or criminalization. We urge all political groups contesting the JNUSU elections, especially the Left, Liberal, and Dalit groups, to move beyond symbolic gestures like donning a keffiyeh or offering token representation.</p><p><strong>SIO JNU</strong></p></div>","https://api.siodelhi.org/uploads/images/1769080016084-cropped-cover-1769080016084.webp",NULL,"0",NULL,NULL,"default","5","1","[""JNUSU Elections""]",NULL,"[]","2025-04-19 00:00:00","2026-01-24 09:43:32"
"0ebac23e-7fd1-4e2b-869a-5652042cd612","initiatives",NULL,"0","Maulana Maududi Lecture - 08","SIO Delhi successfully organized the 8th “Imam Maududi Memorial Lecture” at the Indian Institute of Islamic Studies and Research, focusing on “The Contemporary Relevance of Maududi’s Thought.” The event explored Maulana Maududi's enduring ideas in addressing modern challenges.

The keynote lecture was delivered by Dr. Salim Khan, a renowned author, scientist, and JIH Central Advisory Council member, while the presidential talk was presented by Dr. Hassan Raza, Chairman of Islami Academy Trust.

","<div class=""siodel-block block-composite"" data-layout=""image-top"" data-image-url=""https%3A%2F%2Fapi.siodelhi.org%2Fuploads%2Fimages%2F1769508476-e7c95b3d.webp"" data-text-content=""%3Cp%3ESIO%20Delhi%20successfully%20organized%20the%208th%20%E2%80%9CImam%20Maududi%20Memorial%20Lecture%E2%80%9D%20at%20the%20Indian%20Institute%20of%20Islamic%20Studies%20and%20Research%2C%20focusing%20on%20%E2%80%9CThe%20Contemporary%20Relevance%20of%20Maududi%E2%80%99s%20Thought.%E2%80%9D%20The%20event%20explored%20Maulana%20Maududi's%20enduring%20ideas%20in%20addressing%20modern%20challenges.%3C%2Fp%3E%3Cp%3EThe%20keynote%20lecture%20was%20delivered%20by%20Dr.%20Salim%20Khan%2C%20a%20renowned%20author%2C%20scientist%2C%20and%20JIH%20Central%20Advisory%20Council%20member%2C%20while%20the%20presidential%20talk%20was%20presented%20by%20Dr.%20Hassan%20Raza%2C%20Chairman%20of%20Islami%20Academy%20Trust.%3C%2Fp%3E%3Cp%3EThe%20program%20featured%20speeches%20by%20Ramees%20EK%20(SIO%20National%20President)%2C%20Imrul%20Quesh%20(SIO%20Delhi%20President)%2C%20and%20Salimullah%20Khan%20(Ameer-e-Halqa%2C%20JIH%20Delhi)%2C%20with%20Tilawat%20by%20Saad%20Inam%20and%20concluding%20remarks%20by%20Razi%20Alhasan.%20The%20event%20witnessed%20vibrant%20participation%20from%20students%2C%20academics%2C%20and%20the%20public.%3C%2Fp%3E"" data-align=""left"" data-images='[""https://api.siodelhi.org/uploads/images/1769508476-e7c95b3d.webp""]'></div>","https://api.siodelhi.org/uploads/images/1769508417-e413f9d2.webp",NULL,"0",NULL,NULL,"default","9","1",NULL,NULL,"[""https:\/\/api.siodelhi.org\/uploads\/images\/1769508490-e8a038b0.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508490-e8a76f0d.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508490-e8ad7dff.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508491-e8b5193a.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508491-e8bc002d.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508492-e8c42fcd.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508492-e8ca8ac4.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508493-e8d21fcd.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508493-e8d8928c.webp"",""https:\/\/api.siodelhi.org\/uploads\/images\/1769508494-e8e042d2.webp""]","2026-01-27 10:08:25","2026-01-29 17:08:52"
"122de7f6-7d19-430a-b8ac-d99bed00ddc4","jac",NULL,"0","Poster Launching: North East Regional JAC Tarbiyah Camp","A meeting of local leaders was held with participation from Old Mustafabad, New Mustafabad, Ghonda, and Kardampuri units. The gathering focused on organisational planning, capacity building, and future initiatives.
The primary agenda of the meeting was to discuss the upcoming Regional Tarbiyah Camp, scheduled to be held on 1st February 2026. Detailed discussions were conducted regarding the objectives of the camp, expected participation, and its role in st","<div class=""siodel-block block-composite"" data-layout=""image-top"" data-image-url=""https%3A%2F%2Fapi.siodelhi.org%2Fuploads%2Fimages%2F1769427845-3858e394.webp"" data-text-content=""%3Cp%3EVenue%3A%20Ghonda%3C%2Fp%3E%3Cp%3EDate%3A%2023%2F01%2F2026%3C%2Fp%3E%3Cp%3EOrganised%20by%3A%20SIO%20Stars%20%2F%20JAC%20(North%20East%20Region).%3C%2Fp%3E%3Cp%3EA%20meeting%20of%20local%20leaders%20was%20held%20with%20participation%20from%20Old%20Mustafabad%2C%20New%20Mustafabad%2C%20Ghonda%2C%20and%20Kardampuri%20units.%20The%20gathering%20focused%20on%20organisational%20planning%2C%20capacity%20building%2C%20and%20future%20initiatives.%3C%2Fp%3E%3Cp%3EThe%20primary%20agenda%20of%20the%20meeting%20was%20to%20discuss%20the%20upcoming%20Regional%20Tarbiyah%20Camp%2C%20scheduled%20to%20be%20held%20on%201st%20February%202026.%20Detailed%20discussions%20were%20conducted%20regarding%20the%20objectives%20of%20the%20camp%2C%20expected%20participation%2C%20and%20its%20role%20in%20strengthening%20sio%20stars.%3C%2Fp%3E%3Cp%3EThe%20meeting%20also%20included%20an%20important%20discussion%20on%20the%20%3Cem%3Efuture%20roadmap%20of%20SIO%20Stars%2C%20highlighting%20the%20need%20for%20consistent%20mentorship%2C%20engagement%2C%20and%20structured%20growth%3C%2Fem%3E%20of%20young%20members%20within%20the%20organisation.%3C%2Fp%3E%3Cp%3ESpecial%20emphasis%20was%20laid%20on%20the%20%3Cem%3Edata%20updation%20of%20JAC%20membership%3C%2Fem%3E%2C%20recognising%20it%20as%20a%20crucial%20step%20for%20organisational%20efficiency%2C%20planning%2C%20and%20outreach.%3C%2Fp%3E%3Cp%3ETowards%20the%20conclusion%20of%20the%20meeting%2C%20the%20%3Cem%3Eposter%20of%20the%20North%20East%20Regional%20JAC%20Tarbiyah%20Camp%20was%20formally%20released%3C%2Fem%3E%2C%20marking%20the%20beginning%20of%20mobilisation%20and%20outreach%20activities%20for%20the%20camp.%3C%2Fp%3E%3Cp%3EThe%20meeting%20concluded%20with%20a%20shared%20resolve%20to%20work%20collectively%20for%20the%20success%20of%20the%20upcoming%20Tarbiyah%20Camp%20and%20to%20further%20strengthen%20organisational%20coordination%20across%20all%20participating%20areas.%3C%2Fp%3E"" data-align=""left"" data-images='[""https://api.siodelhi.org/uploads/images/1769427845-3858e394.webp""]'></div>","https://api.siodelhi.org/uploads/images/1769349537-1a1e6587.webp",NULL,"0",NULL,NULL,"default","0","1",NULL,NULL,NULL,"2026-01-25 14:00:07","2026-01-26 16:53:50"
"1fd4c08a-ec9e-4cdb-a8e1-fa23929b601f","about","af451e60-93dc-46b7-9cc2-3c61133b1375","0","Jan 2023 - Dec 2024",NULL,"<div class=""siodel-block block-pdf"" data-pdf-url=""https://api.siodelhi.org/uploads/pdfs/1769181184288-Policy-Hindi%20&%20English.pdf""></div>","https://api.siodelhi.org/uploads/images/1769181280357-cropped-cover-1769181280356.webp","https://api.siodelhi.org/uploads/pdfs/1769181184288-Policy-Hindi%20&%20English.pdf","0",NULL,NULL,"default",NULL,"1","[]",NULL,"[]","2026-01-23 15:14:43","2026-01-23 15:59:43"
"208804a0-0ee4-4f0a-9920-851b375aaebb","leadership",NULL,"0","Alfaz Khan","JAC Secretary","<div class=""siodel-block block-text"" data-align=""left""><p><strong>Alfaz Khan</strong> is a <strong>Ph.D. research scholar in Geography</strong> at <strong>Jamia Millia Islamia University</strong>. He currently serves as the <strong>Junior Associate Circle (JAC) Secretary of SIO Delhi</strong>, contributing to youth engagement, academic development, and organizational initiatives.</p><p>His academic and professional interests span <strong>environmental studies, climate change, urbanisation, child psychology, and teaching</strong>, reflecting an interdisciplinary approach to education and social awareness.</p><p style=""text-align: left;"">He has also been serving as the <strong>State Convenor of Parisar Samvad, Delhi</strong>, for the past three years. Parisar Samvad is an organization dedicated to <strong>environmental conservation and the promotion of ecological consciousness</strong>, through dialogue, advocacy, and community-based initiatives.</p></div>","https://api.siodelhi.org/uploads/images/1769252876-80ca0b85.webp",NULL,"0",NULL,NULL,"default","5","1",NULL,NULL,NULL,"2026-01-18 00:00:00","2026-01-24 14:34:19"
"20e8634f-1b81-4ae8-bba7-95509b286db7","about","5519c085-9e5e-441d-89df-d5b24e4929ff","0","Urdu","Dive into Our Constitution","<div class=""siodel-block block-pdf"" data-pdf-url=""https://api.siodelhi.org/uploads/pdfs/1768850381730-dastoor.pdf""></div>","https://api.siodelhi.org/uploads/images/1769169685325-cropped-cover-1769169685325.webp","https://api.siodelhi.org/uploads/pdfs/1768850381730-dastoor.pdf","0",NULL,NULL,"default","1","1","[]",NULL,"[]","2026-01-18 00:00:00","2026-01-23 12:01:27"
"218d42f3-2ad0-43a9-85fa-f3a3a84e8719","leadership",NULL,"0","Abdullah Baig","Organising Secretary","<div class=""siodel-block block-text"" data-align=""left""><p><strong>Abdullah Baig</strong> is an <strong>MBA graduate from Aligarh Muslim University</strong>, with a <strong>two-year diploma in Islamic Thought and Studies</strong> from the <strong>Indian Institute of Islamic Studies and Research</strong>. His academic background reflects a balanced grounding in management education and Islamic intellectual studies.</p><p>He currently serves as the <strong>Organising Secretary of SIO Delhi</strong> and is a <strong>Zonal Advisory Council (ZAC) Member</strong>, contributing to organizational planning, coordination, and strategic development across the unit.</p><p>His role focuses on strengthening internal structures, improving organizational efficiency, and supporting leadership processes, with a commitment to disciplined organization and value-based leadership.</p></div>","https://api.siodelhi.org/uploads/images/1769252836-7e40243a.webp",NULL,"0",NULL,NULL,"default","2","1",NULL,NULL,NULL,"2026-01-19 00:00:00","2026-01-24 14:37:16"
